pattern,strategy,attack_information_ratio,defense_budget,onset_time,n_runs,lookahead_runs,infection_rate,activation_rate,detection_rate,PAS,PS,EP,mean_active_infectious,mean_exposed,mean_detected,RT,RI,RE,selected_policy_mode,best_before_guard_mode,safe_guard_mode
DDAC,NP,0.25,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.25,0,30,50,20,0.01,0.15,1e-05,0.0638300289174804,1.0,0.0638300289174804,4.92,1.74,0.0,2.2766005783496093,0.9585104812036376,0.9361699710825196,NP,NP,
DDAC,NP,0.25,0,60,50,20,0.01,0.15,1e-05,0.2246264718536681,1.0,0.2246264718536681,20.08,3.38,0.0,5.492529437073365,0.8539927932951157,0.7753735281463318,NP,NP,
DDAC,NP,0.25,0,90,50,20,0.01,0.15,1e-05,0.3977023967305942,0.98,0.3897483487959823,39.16,4.96,0.02,8.954047934611886,0.7414934421251137,0.6022976032694057,NP,NP,
DDAC,NP,0.25,0,120,50,20,0.01,0.15,1e-05,0.576800524370758,0.96,0.5537285033959277,59.92,5.24,0.04,12.536010487415158,0.6250796591590073,0.423199475629242,NP,NP,
DDAC,NP,0.25,0,150,50,20,0.01,0.15,1e-05,0.753566111014596,0.96,0.7234234665740121,85.12,4.08,0.04,16.07132222029192,0.5101820278405126,0.2464338889854039,NP,NP,
DDAC,NP,0.25,0,180,50,20,0.01,0.15,1e-05,0.787238348811199,0.96,0.755748814858751,90.32,3.08,0.04,16.74476697622398,0.4882950732727207,0.212761651188801,NP,NP,
DDAC,NP,0.25,0,210,50,20,0.01,0.15,1e-05,0.842798993723513,0.92,0.775375074225632,101.58,2.06,0.08,17.855979874470258,0.4521806540797166,0.1572010062764871,NP,NP,
DDAC,NP,0.25,0,240,50,20,0.01,0.15,1e-05,0.757325250278616,0.8,0.6058602002228928,102.2,1.92,0.2,16.14650500557232,0.5077385873188995,0.242674749721384,NP,NP,
DDAC,NP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8626241842527383,0.88,0.7591092821424098,112.7,0.58,0.12,18.252483685054766,0.4392942802357201,0.1373758157472616,NP,NP,
DDAC,NP,0.25,0,300,50,20,0.01,0.15,1e-05,0.8496809203081075,0.86,0.7307255914649724,113.2,0.72,0.14,17.99361840616215,0.4477074017997301,0.1503190796918924,NP,NP,
DDAC,NP,0.25,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.25,0,30,50,20,0.01,0.15,1e-05,0.0638300289174804,1.0,0.0638300289174804,4.92,1.74,0.0,2.2766005783496093,0.9585104812036376,0.9361699710825196,NP,NP,
DDAC,NP,0.25,0,60,50,20,0.01,0.15,1e-05,0.2246264718536681,1.0,0.2246264718536681,20.08,3.38,0.0,5.492529437073365,0.8539927932951157,0.7753735281463318,NP,NP,
DDAC,NP,0.25,0,90,50,20,0.01,0.15,1e-05,0.3977023967305942,0.98,0.3897483487959823,39.16,4.96,0.02,8.954047934611886,0.7414934421251137,0.6022976032694057,NP,NP,
DDAC,NP,0.25,0,120,50,20,0.01,0.15,1e-05,0.576800524370758,0.96,0.5537285033959277,59.92,5.24,0.04,12.536010487415158,0.6250796591590073,0.423199475629242,NP,NP,
DDAC,NP,0.25,0,150,50,20,0.01,0.15,1e-05,0.753566111014596,0.96,0.7234234665740121,85.12,4.08,0.04,16.07132222029192,0.5101820278405126,0.2464338889854039,NP,NP,
DDAC,NP,0.25,0,180,50,20,0.01,0.15,1e-05,0.787238348811199,0.96,0.755748814858751,90.32,3.08,0.04,16.74476697622398,0.4882950732727207,0.212761651188801,NP,NP,
DDAC,NP,0.25,0,210,50,20,0.01,0.15,1e-05,0.842798993723513,0.92,0.775375074225632,101.58,2.06,0.08,17.855979874470258,0.4521806540797166,0.1572010062764871,NP,NP,
DDAC,NP,0.25,0,240,50,20,0.01,0.15,1e-05,0.757325250278616,0.8,0.6058602002228928,102.2,1.92,0.2,16.14650500557232,0.5077385873188995,0.242674749721384,NP,NP,
DDAC,NP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8626241842527383,0.88,0.7591092821424098,112.7,0.58,0.12,18.252483685054766,0.4392942802357201,0.1373758157472616,NP,NP,
DDAC,NP,0.25,0,300,50,20,0.01,0.15,1e-05,0.8496809203081075,0.86,0.7307255914649724,113.2,0.72,0.14,17.99361840616215,0.4477074017997301,0.1503190796918924,NP,NP,
DDAC,NP,0.25,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.25,0,30,50,20,0.01,0.15,1e-05,0.0638300289174804,1.0,0.0638300289174804,4.92,1.74,0.0,2.2766005783496093,0.9585104812036376,0.9361699710825196,NP,NP,
DDAC,NP,0.25,0,60,50,20,0.01,0.15,1e-05,0.2246264718536681,1.0,0.2246264718536681,20.08,3.38,0.0,5.492529437073365,0.8539927932951157,0.7753735281463318,NP,NP,
DDAC,NP,0.25,0,90,50,20,0.01,0.15,1e-05,0.3977023967305942,0.98,0.3897483487959823,39.16,4.96,0.02,8.954047934611886,0.7414934421251137,0.6022976032694057,NP,NP,
DDAC,NP,0.25,0,120,50,20,0.01,0.15,1e-05,0.576800524370758,0.96,0.5537285033959277,59.92,5.24,0.04,12.536010487415158,0.6250796591590073,0.423199475629242,NP,NP,
DDAC,NP,0.25,0,150,50,20,0.01,0.15,1e-05,0.753566111014596,0.96,0.7234234665740121,85.12,4.08,0.04,16.07132222029192,0.5101820278405126,0.2464338889854039,NP,NP,
DDAC,NP,0.25,0,180,50,20,0.01,0.15,1e-05,0.787238348811199,0.96,0.755748814858751,90.32,3.08,0.04,16.74476697622398,0.4882950732727207,0.212761651188801,NP,NP,
DDAC,NP,0.25,0,210,50,20,0.01,0.15,1e-05,0.842798993723513,0.92,0.775375074225632,101.58,2.06,0.08,17.855979874470258,0.4521806540797166,0.1572010062764871,NP,NP,
DDAC,NP,0.25,0,240,50,20,0.01,0.15,1e-05,0.757325250278616,0.8,0.6058602002228928,102.2,1.92,0.2,16.14650500557232,0.5077385873188995,0.242674749721384,NP,NP,
DDAC,NP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8626241842527383,0.88,0.7591092821424098,112.7,0.58,0.12,18.252483685054766,0.4392942802357201,0.1373758157472616,NP,NP,
DDAC,NP,0.25,0,300,50,20,0.01,0.15,1e-05,0.8496809203081075,0.86,0.7307255914649724,113.2,0.72,0.14,17.99361840616215,0.4477074017997301,0.1503190796918924,NP,NP,
DDAC,NP,0.25,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.25,0,30,50,20,0.01,0.15,1e-05,0.0638300289174804,1.0,0.0638300289174804,4.92,1.74,0.0,2.2766005783496093,0.9585104812036376,0.9361699710825196,NP,NP,
DDAC,NP,0.25,0,60,50,20,0.01,0.15,1e-05,0.2246264718536681,1.0,0.2246264718536681,20.08,3.38,0.0,5.492529437073365,0.8539927932951157,0.7753735281463318,NP,NP,
DDAC,NP,0.25,0,90,50,20,0.01,0.15,1e-05,0.3977023967305942,0.98,0.3897483487959823,39.16,4.96,0.02,8.954047934611886,0.7414934421251137,0.6022976032694057,NP,NP,
DDAC,NP,0.25,0,120,50,20,0.01,0.15,1e-05,0.576800524370758,0.96,0.5537285033959277,59.92,5.24,0.04,12.536010487415158,0.6250796591590073,0.423199475629242,NP,NP,
DDAC,NP,0.25,0,150,50,20,0.01,0.15,1e-05,0.753566111014596,0.96,0.7234234665740121,85.12,4.08,0.04,16.07132222029192,0.5101820278405126,0.2464338889854039,NP,NP,
DDAC,NP,0.25,0,180,50,20,0.01,0.15,1e-05,0.787238348811199,0.96,0.755748814858751,90.32,3.08,0.04,16.74476697622398,0.4882950732727207,0.212761651188801,NP,NP,
DDAC,NP,0.25,0,210,50,20,0.01,0.15,1e-05,0.842798993723513,0.92,0.775375074225632,101.58,2.06,0.08,17.855979874470258,0.4521806540797166,0.1572010062764871,NP,NP,
DDAC,NP,0.25,0,240,50,20,0.01,0.15,1e-05,0.757325250278616,0.8,0.6058602002228928,102.2,1.92,0.2,16.14650500557232,0.5077385873188995,0.242674749721384,NP,NP,
DDAC,NP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8626241842527383,0.88,0.7591092821424098,112.7,0.58,0.12,18.252483685054766,0.4392942802357201,0.1373758157472616,NP,NP,
DDAC,NP,0.25,0,300,50,20,0.01,0.15,1e-05,0.8496809203081075,0.86,0.7307255914649724,113.2,0.72,0.14,17.99361840616215,0.4477074017997301,0.1503190796918924,NP,NP,
DDAC,NP,0.25,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.25,0,30,50,20,0.01,0.15,1e-05,0.0638300289174804,1.0,0.0638300289174804,4.92,1.74,0.0,2.2766005783496093,0.9585104812036376,0.9361699710825196,NP,NP,
DDAC,NP,0.25,0,60,50,20,0.01,0.15,1e-05,0.2246264718536681,1.0,0.2246264718536681,20.08,3.38,0.0,5.492529437073365,0.8539927932951157,0.7753735281463318,NP,NP,
DDAC,NP,0.25,0,90,50,20,0.01,0.15,1e-05,0.3977023967305942,0.98,0.3897483487959823,39.16,4.96,0.02,8.954047934611886,0.7414934421251137,0.6022976032694057,NP,NP,
DDAC,NP,0.25,0,120,50,20,0.01,0.15,1e-05,0.576800524370758,0.96,0.5537285033959277,59.92,5.24,0.04,12.536010487415158,0.6250796591590073,0.423199475629242,NP,NP,
DDAC,NP,0.25,0,150,50,20,0.01,0.15,1e-05,0.753566111014596,0.96,0.7234234665740121,85.12,4.08,0.04,16.07132222029192,0.5101820278405126,0.2464338889854039,NP,NP,
DDAC,NP,0.25,0,180,50,20,0.01,0.15,1e-05,0.787238348811199,0.96,0.755748814858751,90.32,3.08,0.04,16.74476697622398,0.4882950732727207,0.212761651188801,NP,NP,
DDAC,NP,0.25,0,210,50,20,0.01,0.15,1e-05,0.842798993723513,0.92,0.775375074225632,101.58,2.06,0.08,17.855979874470258,0.4521806540797166,0.1572010062764871,NP,NP,
DDAC,NP,0.25,0,240,50,20,0.01,0.15,1e-05,0.757325250278616,0.8,0.6058602002228928,102.2,1.92,0.2,16.14650500557232,0.5077385873188995,0.242674749721384,NP,NP,
DDAC,NP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8626241842527383,0.88,0.7591092821424098,112.7,0.58,0.12,18.252483685054766,0.4392942802357201,0.1373758157472616,NP,NP,
DDAC,NP,0.25,0,300,50,20,0.01,0.15,1e-05,0.8496809203081075,0.86,0.7307255914649724,113.2,0.72,0.14,17.99361840616215,0.4477074017997301,0.1503190796918924,NP,NP,
DDAC,NP,0.25,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.25,0,30,50,20,0.01,0.15,1e-05,0.0638300289174804,1.0,0.0638300289174804,4.92,1.74,0.0,2.2766005783496093,0.9585104812036376,0.9361699710825196,NP,NP,
DDAC,NP,0.25,0,60,50,20,0.01,0.15,1e-05,0.2246264718536681,1.0,0.2246264718536681,20.08,3.38,0.0,5.492529437073365,0.8539927932951157,0.7753735281463318,NP,NP,
DDAC,NP,0.25,0,90,50,20,0.01,0.15,1e-05,0.3977023967305942,0.98,0.3897483487959823,39.16,4.96,0.02,8.954047934611886,0.7414934421251137,0.6022976032694057,NP,NP,
DDAC,NP,0.25,0,120,50,20,0.01,0.15,1e-05,0.576800524370758,0.96,0.5537285033959277,59.92,5.24,0.04,12.536010487415158,0.6250796591590073,0.423199475629242,NP,NP,
DDAC,NP,0.25,0,150,50,20,0.01,0.15,1e-05,0.753566111014596,0.96,0.7234234665740121,85.12,4.08,0.04,16.07132222029192,0.5101820278405126,0.2464338889854039,NP,NP,
DDAC,NP,0.25,0,180,50,20,0.01,0.15,1e-05,0.787238348811199,0.96,0.755748814858751,90.32,3.08,0.04,16.74476697622398,0.4882950732727207,0.212761651188801,NP,NP,
DDAC,NP,0.25,0,210,50,20,0.01,0.15,1e-05,0.842798993723513,0.92,0.775375074225632,101.58,2.06,0.08,17.855979874470258,0.4521806540797166,0.1572010062764871,NP,NP,
DDAC,NP,0.25,0,240,50,20,0.01,0.15,1e-05,0.757325250278616,0.8,0.6058602002228928,102.2,1.92,0.2,16.14650500557232,0.5077385873188995,0.242674749721384,NP,NP,
DDAC,NP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8626241842527383,0.88,0.7591092821424098,112.7,0.58,0.12,18.252483685054766,0.4392942802357201,0.1373758157472616,NP,NP,
DDAC,NP,0.25,0,300,50,20,0.01,0.15,1e-05,0.8496809203081075,0.86,0.7307255914649724,113.2,0.72,0.14,17.99361840616215,0.4477074017997301,0.1503190796918924,NP,NP,
DDAC,NP,0.5,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.5,0,30,50,20,0.01,0.15,1e-05,0.0866050446525248,1.0,0.0866050446525248,7.04,2.6,0.0,2.7321008930504966,0.943706720975859,0.9133949553474752,NP,NP,
DDAC,NP,0.5,0,60,50,20,0.01,0.15,1e-05,0.2640966015754861,1.0,0.2640966015754861,24.28,4.62,0.0,6.281932031509724,0.828337208975934,0.7359033984245138,NP,NP,
DDAC,NP,0.5,0,90,50,20,0.01,0.15,1e-05,0.4508263256577663,1.0,0.4508263256577663,44.02,5.34,0.0,10.016526513155329,0.706962888322452,0.5491736743422336,NP,NP,
DDAC,NP,0.5,0,120,50,20,0.01,0.15,1e-05,0.6050192628246875,0.92,0.5566177217987126,65.76,5.02,0.08,13.10038525649375,0.606737479163953,0.3949807371753124,NP,NP,
DDAC,NP,0.5,0,150,50,20,0.01,0.15,1e-05,0.7852664812490966,0.96,0.7538558219991327,88.68,3.98,0.04,16.705329624981935,0.4895767871880873,0.2147335187509034,NP,NP,
DDAC,NP,0.5,0,180,50,20,0.01,0.15,1e-05,0.8322843106634334,0.96,0.7989929382368961,96.68,2.8,0.04,17.64568621326867,0.4590151980687682,0.1677156893365664,NP,NP,
DDAC,NP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8648673021250896,0.92,0.7956779179550825,106.32,2.0,0.08,18.297346042501793,0.4378362536186918,0.1351326978749104,NP,NP,
DDAC,NP,0.5,0,240,50,20,0.01,0.15,1e-05,0.7192203899558688,0.74,0.5322230885673429,102.96,1.72,0.26,15.384407799117373,0.5325067465286855,0.2807796100441314,NP,NP,
DDAC,NP,0.5,0,270,50,20,0.01,0.15,1e-05,0.8682888715713074,0.88,0.7640942069827505,113.6,0.4,0.12,18.365777431426142,0.4356122334786502,0.1317111284286926,NP,NP,
DDAC,NP,0.5,0,300,50,20,0.01,0.15,1e-05,0.8338828376651897,0.84,0.7004615836387593,112.44,0.72,0.16,17.677656753303793,0.4579761555176266,0.1661171623348102,NP,NP,
DDAC,NP,0.5,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.5,0,30,50,20,0.01,0.15,1e-05,0.0866050446525248,1.0,0.0866050446525248,7.04,2.6,0.0,2.7321008930504966,0.943706720975859,0.9133949553474752,NP,NP,
DDAC,NP,0.5,0,60,50,20,0.01,0.15,1e-05,0.2640966015754861,1.0,0.2640966015754861,24.28,4.62,0.0,6.281932031509724,0.828337208975934,0.7359033984245138,NP,NP,
DDAC,NP,0.5,0,90,50,20,0.01,0.15,1e-05,0.4508263256577663,1.0,0.4508263256577663,44.02,5.34,0.0,10.016526513155329,0.706962888322452,0.5491736743422336,NP,NP,
DDAC,NP,0.5,0,120,50,20,0.01,0.15,1e-05,0.6050192628246875,0.92,0.5566177217987126,65.76,5.02,0.08,13.10038525649375,0.606737479163953,0.3949807371753124,NP,NP,
DDAC,NP,0.5,0,150,50,20,0.01,0.15,1e-05,0.7852664812490966,0.96,0.7538558219991327,88.68,3.98,0.04,16.705329624981935,0.4895767871880873,0.2147335187509034,NP,NP,
DDAC,NP,0.5,0,180,50,20,0.01,0.15,1e-05,0.8322843106634334,0.96,0.7989929382368961,96.68,2.8,0.04,17.64568621326867,0.4590151980687682,0.1677156893365664,NP,NP,
DDAC,NP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8648673021250896,0.92,0.7956779179550825,106.32,2.0,0.08,18.297346042501793,0.4378362536186918,0.1351326978749104,NP,NP,
DDAC,NP,0.5,0,240,50,20,0.01,0.15,1e-05,0.7192203899558688,0.74,0.5322230885673429,102.96,1.72,0.26,15.384407799117373,0.5325067465286855,0.2807796100441314,NP,NP,
DDAC,NP,0.5,0,270,50,20,0.01,0.15,1e-05,0.8682888715713074,0.88,0.7640942069827505,113.6,0.4,0.12,18.365777431426142,0.4356122334786502,0.1317111284286926,NP,NP,
DDAC,NP,0.5,0,300,50,20,0.01,0.15,1e-05,0.8338828376651897,0.84,0.7004615836387593,112.44,0.72,0.16,17.677656753303793,0.4579761555176266,0.1661171623348102,NP,NP,
DDAC,NP,0.5,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.5,0,30,50,20,0.01,0.15,1e-05,0.0866050446525248,1.0,0.0866050446525248,7.04,2.6,0.0,2.7321008930504966,0.943706720975859,0.9133949553474752,NP,NP,
DDAC,NP,0.5,0,60,50,20,0.01,0.15,1e-05,0.2640966015754861,1.0,0.2640966015754861,24.28,4.62,0.0,6.281932031509724,0.828337208975934,0.7359033984245138,NP,NP,
DDAC,NP,0.5,0,90,50,20,0.01,0.15,1e-05,0.4508263256577663,1.0,0.4508263256577663,44.02,5.34,0.0,10.016526513155329,0.706962888322452,0.5491736743422336,NP,NP,
DDAC,NP,0.5,0,120,50,20,0.01,0.15,1e-05,0.6050192628246875,0.92,0.5566177217987126,65.76,5.02,0.08,13.10038525649375,0.606737479163953,0.3949807371753124,NP,NP,
DDAC,NP,0.5,0,150,50,20,0.01,0.15,1e-05,0.7852664812490966,0.96,0.7538558219991327,88.68,3.98,0.04,16.705329624981935,0.4895767871880873,0.2147335187509034,NP,NP,
DDAC,NP,0.5,0,180,50,20,0.01,0.15,1e-05,0.8322843106634334,0.96,0.7989929382368961,96.68,2.8,0.04,17.64568621326867,0.4590151980687682,0.1677156893365664,NP,NP,
DDAC,NP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8648673021250896,0.92,0.7956779179550825,106.32,2.0,0.08,18.297346042501793,0.4378362536186918,0.1351326978749104,NP,NP,
DDAC,NP,0.5,0,240,50,20,0.01,0.15,1e-05,0.7192203899558688,0.74,0.5322230885673429,102.96,1.72,0.26,15.384407799117373,0.5325067465286855,0.2807796100441314,NP,NP,
DDAC,NP,0.5,0,270,50,20,0.01,0.15,1e-05,0.8682888715713074,0.88,0.7640942069827505,113.6,0.4,0.12,18.365777431426142,0.4356122334786502,0.1317111284286926,NP,NP,
DDAC,NP,0.5,0,300,50,20,0.01,0.15,1e-05,0.8338828376651897,0.84,0.7004615836387593,112.44,0.72,0.16,17.677656753303793,0.4579761555176266,0.1661171623348102,NP,NP,
DDAC,NP,0.5,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.5,0,30,50,20,0.01,0.15,1e-05,0.0866050446525248,1.0,0.0866050446525248,7.04,2.6,0.0,2.7321008930504966,0.943706720975859,0.9133949553474752,NP,NP,
DDAC,NP,0.5,0,60,50,20,0.01,0.15,1e-05,0.2640966015754861,1.0,0.2640966015754861,24.28,4.62,0.0,6.281932031509724,0.828337208975934,0.7359033984245138,NP,NP,
DDAC,NP,0.5,0,90,50,20,0.01,0.15,1e-05,0.4508263256577663,1.0,0.4508263256577663,44.02,5.34,0.0,10.016526513155329,0.706962888322452,0.5491736743422336,NP,NP,
DDAC,NP,0.5,0,120,50,20,0.01,0.15,1e-05,0.6050192628246875,0.92,0.5566177217987126,65.76,5.02,0.08,13.10038525649375,0.606737479163953,0.3949807371753124,NP,NP,
DDAC,NP,0.5,0,150,50,20,0.01,0.15,1e-05,0.7852664812490966,0.96,0.7538558219991327,88.68,3.98,0.04,16.705329624981935,0.4895767871880873,0.2147335187509034,NP,NP,
DDAC,NP,0.5,0,180,50,20,0.01,0.15,1e-05,0.8322843106634334,0.96,0.7989929382368961,96.68,2.8,0.04,17.64568621326867,0.4590151980687682,0.1677156893365664,NP,NP,
DDAC,NP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8648673021250896,0.92,0.7956779179550825,106.32,2.0,0.08,18.297346042501793,0.4378362536186918,0.1351326978749104,NP,NP,
DDAC,NP,0.5,0,240,50,20,0.01,0.15,1e-05,0.7192203899558688,0.74,0.5322230885673429,102.96,1.72,0.26,15.384407799117373,0.5325067465286855,0.2807796100441314,NP,NP,
DDAC,NP,0.5,0,270,50,20,0.01,0.15,1e-05,0.8682888715713074,0.88,0.7640942069827505,113.6,0.4,0.12,18.365777431426142,0.4356122334786502,0.1317111284286926,NP,NP,
DDAC,NP,0.5,0,300,50,20,0.01,0.15,1e-05,0.8338828376651897,0.84,0.7004615836387593,112.44,0.72,0.16,17.677656753303793,0.4579761555176266,0.1661171623348102,NP,NP,
DDAC,NP,0.5,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.5,0,30,50,20,0.01,0.15,1e-05,0.0866050446525248,1.0,0.0866050446525248,7.04,2.6,0.0,2.7321008930504966,0.943706720975859,0.9133949553474752,NP,NP,
DDAC,NP,0.5,0,60,50,20,0.01,0.15,1e-05,0.2640966015754861,1.0,0.2640966015754861,24.28,4.62,0.0,6.281932031509724,0.828337208975934,0.7359033984245138,NP,NP,
DDAC,NP,0.5,0,90,50,20,0.01,0.15,1e-05,0.4508263256577663,1.0,0.4508263256577663,44.02,5.34,0.0,10.016526513155329,0.706962888322452,0.5491736743422336,NP,NP,
DDAC,NP,0.5,0,120,50,20,0.01,0.15,1e-05,0.6050192628246875,0.92,0.5566177217987126,65.76,5.02,0.08,13.10038525649375,0.606737479163953,0.3949807371753124,NP,NP,
DDAC,NP,0.5,0,150,50,20,0.01,0.15,1e-05,0.7852664812490966,0.96,0.7538558219991327,88.68,3.98,0.04,16.705329624981935,0.4895767871880873,0.2147335187509034,NP,NP,
DDAC,NP,0.5,0,180,50,20,0.01,0.15,1e-05,0.8322843106634334,0.96,0.7989929382368961,96.68,2.8,0.04,17.64568621326867,0.4590151980687682,0.1677156893365664,NP,NP,
DDAC,NP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8648673021250896,0.92,0.7956779179550825,106.32,2.0,0.08,18.297346042501793,0.4378362536186918,0.1351326978749104,NP,NP,
DDAC,NP,0.5,0,240,50,20,0.01,0.15,1e-05,0.7192203899558688,0.74,0.5322230885673429,102.96,1.72,0.26,15.384407799117373,0.5325067465286855,0.2807796100441314,NP,NP,
DDAC,NP,0.5,0,270,50,20,0.01,0.15,1e-05,0.8682888715713074,0.88,0.7640942069827505,113.6,0.4,0.12,18.365777431426142,0.4356122334786502,0.1317111284286926,NP,NP,
DDAC,NP,0.5,0,300,50,20,0.01,0.15,1e-05,0.8338828376651897,0.84,0.7004615836387593,112.44,0.72,0.16,17.677656753303793,0.4579761555176266,0.1661171623348102,NP,NP,
DDAC,NP,0.5,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,0.5,0,30,50,20,0.01,0.15,1e-05,0.0866050446525248,1.0,0.0866050446525248,7.04,2.6,0.0,2.7321008930504966,0.943706720975859,0.9133949553474752,NP,NP,
DDAC,NP,0.5,0,60,50,20,0.01,0.15,1e-05,0.2640966015754861,1.0,0.2640966015754861,24.28,4.62,0.0,6.281932031509724,0.828337208975934,0.7359033984245138,NP,NP,
DDAC,NP,0.5,0,90,50,20,0.01,0.15,1e-05,0.4508263256577663,1.0,0.4508263256577663,44.02,5.34,0.0,10.016526513155329,0.706962888322452,0.5491736743422336,NP,NP,
DDAC,NP,0.5,0,120,50,20,0.01,0.15,1e-05,0.6050192628246875,0.92,0.5566177217987126,65.76,5.02,0.08,13.10038525649375,0.606737479163953,0.3949807371753124,NP,NP,
DDAC,NP,0.5,0,150,50,20,0.01,0.15,1e-05,0.7852664812490966,0.96,0.7538558219991327,88.68,3.98,0.04,16.705329624981935,0.4895767871880873,0.2147335187509034,NP,NP,
DDAC,NP,0.5,0,180,50,20,0.01,0.15,1e-05,0.8322843106634334,0.96,0.7989929382368961,96.68,2.8,0.04,17.64568621326867,0.4590151980687682,0.1677156893365664,NP,NP,
DDAC,NP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8648673021250896,0.92,0.7956779179550825,106.32,2.0,0.08,18.297346042501793,0.4378362536186918,0.1351326978749104,NP,NP,
DDAC,NP,0.5,0,240,50,20,0.01,0.15,1e-05,0.7192203899558688,0.74,0.5322230885673429,102.96,1.72,0.26,15.384407799117373,0.5325067465286855,0.2807796100441314,NP,NP,
DDAC,NP,0.5,0,270,50,20,0.01,0.15,1e-05,0.8682888715713074,0.88,0.7640942069827505,113.6,0.4,0.12,18.365777431426142,0.4356122334786502,0.1317111284286926,NP,NP,
DDAC,NP,0.5,0,300,50,20,0.01,0.15,1e-05,0.8338828376651897,0.84,0.7004615836387593,112.44,0.72,0.16,17.677656753303793,0.4579761555176266,0.1661171623348102,NP,NP,
DDAC,NP,1.0,0,0,50,20,0.01,0.15,1e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,NP,NP,
DDAC,NP,1.0,0,30,50,20,0.01,0.15,1e-05,0.0944478421925545,1.0,0.0944478421925545,8.18,3.06,0.0,2.8889568438510893,0.9386089025748394,0.9055521578074456,NP,NP,
DDAC,NP,1.0,0,60,50,20,0.01,0.15,1e-05,0.2823906182332664,1.0,0.2823906182332664,26.7,4.78,0.0,6.64781236466533,0.8164460981483768,0.7176093817667336,NP,NP,
DDAC,NP,1.0,0,90,50,20,0.01,0.15,1e-05,0.4982980800632963,1.0,0.4982980800632963,48.72,5.64,0.0,10.965961601265926,0.6761062479588574,0.5017019199367038,NP,NP,
DDAC,NP,1.0,0,120,50,20,0.01,0.15,1e-05,0.650654434836878,0.94,0.6116151687466653,70.28,4.78,0.06,14.01308869673756,0.5770746173560294,0.3493455651631221,NP,NP,
DDAC,NP,1.0,0,150,50,20,0.01,0.15,1e-05,0.7980580206640314,0.96,0.7661356998374701,91.2,3.18,0.04,16.96116041328063,0.4812622865683796,0.2019419793359685,NP,NP,
DDAC,NP,1.0,0,180,50,20,0.01,0.15,1e-05,0.8049577260044365,0.9,0.7244619534039929,99.36,2.4,0.1,17.099154520088724,0.4767774780971163,0.1950422739955636,NP,NP,
DDAC,NP,1.0,0,210,50,20,0.01,0.15,1e-05,0.8914946060483088,0.94,0.8380049296854102,107.98,1.42,0.06,18.829892120966175,0.4205285060685992,0.1085053939516912,NP,NP,
DDAC,NP,1.0,0,240,50,20,0.01,0.15,1e-05,0.7594905623214039,0.78,0.5924026386106951,106.62,1.3,0.22,16.18981124642808,0.5063311344910875,0.240509437678596,NP,NP,
DDAC,NP,1.0,0,270,50,20,0.01,0.15,1e-05,0.8497134566338981,0.86,0.7307535727051523,113.94,0.46,0.14,17.99426913267796,0.4476862531879662,0.1502865433661019,NP,NP,
