time,strategy,active_I,PAS,affected_buses,remaining_PAS
13,CDP,,0.0077399380804944,,
13,CDP,,0.0077399380804944,,
13,CDP,,0.0077399380804944,,
13,CDP,,0.0077399380804944,,
13,CDP,,0.0077399380804944,,
13,CDP,,0.0,,
13,CDP,,0.0160662351064809,,
13,CDP,,0.0077399380804944,,
13,CDP,,0.0077399380804944,,
13,CDP,,0.0077399380804944,,
13,CDP,,0.0077399380804944,,
13,CDP,,0.0193498452012361,,
13,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0110235481752496,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0160662351064809,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0110235481752496,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0,,
14,CDP,,0.0,,
14,CDP,,0.0,,
14,CDP,,0.0160662351064809,,
14,CDP,,0.0160662351064809,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0193498452012361,,
14,CDP,,0.0160662351064809,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0160662351064809,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0077399380804944,,
14,CDP,,0.0193498452012361,,
14,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0110235481752496,,
15,CDP,,0.0160662351064809,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0110235481752496,,
15,CDP,,0.0160662351064809,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0110235481752496,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0,,
15,CDP,,0.0,,
15,CDP,,0.0,,
15,CDP,,0.0160662351064809,,
15,CDP,,0.0160662351064809,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0193498452012361,,
15,CDP,,0.0160662351064809,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0160662351064809,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0077399380804944,,
15,CDP,,0.0193498452012361,,
15,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0110235481752496,,
16,CDP,,0.0160662351064809,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0110235481752496,,
16,CDP,,0.0160662351064809,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0110235481752496,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0,,
16,CDP,,0.0,,
16,CDP,,0.0,,
16,CDP,,0.0160662351064809,,
16,CDP,,0.0160662351064809,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0193498452012361,,
16,CDP,,0.0160662351064809,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0077399380804944,,
16,CDP,,0.0160662351064809,,
16,CDP,,0.0077399380804944,,
