pattern,strategy_DRAD,attack_information_ratio,defense_budget,T_opt_DRAD,n_runs_DRAD,lookahead_runs_DRAD,infection_rate_DRAD,activation_rate_DRAD,detection_rate_DRAD,PAS_at_T_opt_DRAD,PS_at_T_opt_DRAD,EP_max_DRAD,mean_active_infectious_DRAD,mean_exposed_DRAD,mean_detected_DRAD,RT_DRAD,RI_DRAD,RE_DRAD,selected_policy_mode_DRAD,best_before_guard_mode_DRAD,safe_guard_mode_DRAD,strategy_CDP,T_opt_CDP,n_runs_CDP,lookahead_runs_CDP,infection_rate_CDP,activation_rate_CDP,detection_rate_CDP,PAS_at_T_opt_CDP,PS_at_T_opt_CDP,EP_max_CDP,mean_active_infectious_CDP,mean_exposed_CDP,mean_detected_CDP,RT_CDP,RI_CDP,RE_CDP,selected_policy_mode_CDP,best_before_guard_mode_CDP,safe_guard_mode_CDP,EP_improvement_vs_CDP_percent
DDAC,DRAD-CF-MPC,1.0,100,300,50,20,0.01,0.15,1e-05,0.0879631325713975,0.94,0.0826853446171137,9.42,0.46,0.06,2.143520723428168,0.983465021231223,0.4560184337143013,CDP,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1042201731116167,0.96,0.1000513661871521,10.8,0.46,0.04,2.3548622504510184,0.9738512863789152,0.4478899134441916,CDP,CDP,,17.357105886371045
DDDC,DRAD-CF-MPC,0.25,0,270,50,20,0.01,0.15,1e-05,0.848082285906266,0.88,0.746312411597514,112.7,0.58,0.12,17.96164571812532,0.4487465141609271,0.1519177140937339,NP,NP,zero_budget,CDP,270,50,20,0.01,0.15,1e-05,0.848082285906266,0.88,0.746312411597514,112.7,0.58,0.12,17.96164571812532,0.4487465141609271,0.1519177140937339,CDP,CDP,,0.0
DDDC,DRAD-CF-MPC,0.25,20,300,50,20,0.01,0.15,1e-05,0.4617709013914143,0.94,0.4340646473079295,58.82,2.38,0.06,9.588938765880307,0.7186489140955807,0.448524248840488,CDP,CDP,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.450879504376711,0.92,0.4148091440265741,57.92,2.48,0.08,9.386358781406823,0.7251477443091402,0.4576004130194075,CDP,CDP,,-4.642015143252339
DDDC,DRAD-CF-MPC,0.25,40,270,50,20,0.01,0.15,1e-05,0.1956038536588436,1.0,0.1956038536588436,21.86,1.16,0.0,4.364386282932111,0.9017295999499602,0.5745686759579689,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain,CDP,270,50,20,0.01,0.15,1e-05,0.1824998298324864,1.0,0.1824998298324864,20.06,1.1,0.0,4.138997073118766,0.9103234504943128,0.5839286929767955,CDP,CDP,,-7.180293723185052
DDDC,DRAD-CF-MPC,0.25,60,300,50,20,0.01,0.15,1e-05,0.1410519195823642,1.0,0.1410519195823642,15.5,0.76,0.0,3.228620329401356,0.939869907546634,0.5368425502610222,CDP_PHYSICS_90,CDP_PHYSICS_90,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1450638299551936,1.0,0.1450638299551936,15.44,0.54,0.0,3.29200851329206,0.9326991215727652,0.534335106278004,CDP,CDP,,2.7656172969105413
DDDC,DRAD-CF-MPC,0.25,80,300,50,20,0.01,0.15,1e-05,0.1338160155250246,1.0,0.1338160155250246,15.46,0.58,0.0,2.926950623560356,0.9543289498560068,0.4812133247083197,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1610716472203048,1.0,0.1610716472203048,16.42,0.58,0.0,3.319431719972389,0.9374167346374996,0.4660713070998307,CDP,CDP,,16.92143351451063
DDDC,DRAD-CF-MPC,0.25,100,240,50,20,0.01,0.15,1e-05,0.0675309561020451,1.0,0.0675309561020451,8.48,0.4,0.0,1.8779024293265871,0.991160348844658,0.4662345219489774,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1040865882055972,0.96,0.0999231246773733,10.8,0.46,0.04,2.353125646672764,0.977076847108427,0.4479567058972014,CDP,CDP,,32.41708931700266
DDDC,DRAD-CF-MPC,0.5,0,210,50,20,0.01,0.15,1e-05,0.8314604552681574,0.92,0.7649436188467048,106.32,2.0,0.08,17.62920910536315,0.4595507040756977,0.1685395447318426,NP,NP,zero_budget,CDP,210,50,20,0.01,0.15,1e-05,0.8314604552681574,0.92,0.7649436188467048,106.32,2.0,0.08,17.62920910536315,0.4595507040756977,0.1685395447318426,CDP,CDP,,0.0
DDDC,DRAD-CF-MPC,0.5,20,300,50,20,0.01,0.15,1e-05,0.4616139559699466,0.92,0.4246848394923509,58.74,2.3,0.08,9.586019581041008,0.718322734897061,0.4486550366917111,CDP,CDP_PHYSICS_90,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.505893563364759,0.96,0.4856578208301686,61.68,1.94,0.04,10.409620278584516,0.6903691838129066,0.4117553638627009,CDP,CDP,,12.554720365352464
DDDC,DRAD-CF-MPC,0.5,40,300,50,20,0.01,0.15,1e-05,0.1892759862099385,0.98,0.1854904664857398,22.58,0.96,0.02,4.255546962810944,0.9083608202593216,0.5790885812786154,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1694922911844257,0.96,0.1627125995370486,21.76,0.9,0.04,3.915267408372122,0.919865648169155,0.5932197920111245,CDP,CDP,,-13.9988341488975
DDDC,DRAD-CF-MPC,0.5,60,300,50,20,0.01,0.15,1e-05,0.1674753051701238,1.0,0.1674753051701238,18.52,0.7,0.0,3.646109821687957,0.9233445594552484,0.5203279342686726,CDP_PHYSICS_90,CDP_PHYSICS_90,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1367558319827807,1.0,0.1367558319827807,14.32,0.66,0.0,3.160742145327936,0.9395600246102008,0.539527605010762,CDP,CDP,,-22.463007786743912
DDDC,DRAD-CF-MPC,0.5,80,300,50,20,0.01,0.15,1e-05,0.1111967528694089,1.0,0.1111967528694089,12.82,0.72,0.0,2.601233241319489,0.9691542641523784,0.4937795817392172,CDP,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1204077666034346,1.0,0.1204077666034346,12.04,0.66,0.0,2.7338718390894594,0.9644920457369164,0.4886623518869807,CDP,CDP,,7.649850166464637
DDDC,DRAD-CF-MPC,0.5,100,240,50,20,0.01,0.15,1e-05,0.0656047295079188,1.0,0.0656047295079188,8.86,0.48,0.0,1.8528614836029444,0.9929161368356244,0.4671976352460405,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1040865882055972,0.96,0.0999231246773733,10.8,0.46,0.04,2.353125646672764,0.977076847108427,0.4479567058972014,CDP,CDP,,34.34479784325854
DDDC,DRAD-CF-MPC,1.0,0,210,50,20,0.01,0.15,1e-05,0.8576676882278557,0.94,0.8062076269341842,107.98,1.42,0.06,18.15335376455711,0.4425160026518939,0.1423323117721444,NP,NP,zero_budget,CDP,210,50,20,0.01,0.15,1e-05,0.8576676882278557,0.94,0.8062076269341842,107.98,1.42,0.06,18.15335376455711,0.4425160026518939,0.1423323117721444,CDP,CDP,,0.0
DDDC,DRAD-CF-MPC,1.0,20,300,50,20,0.01,0.15,1e-05,0.5197459316496356,0.96,0.4989560943836501,65.48,2.36,0.04,10.667274328683224,0.6813651444277368,0.4002117236253035,CDP,CDP,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.5186099167151172,0.94,0.4874933217122101,64.14,2.24,0.06,10.646144450901184,0.6815181636837463,0.4011584027374021,CDP,CDP,,-2.351370195422587
DDDC,DRAD-CF-MPC,1.0,40,300,50,20,0.01,0.15,1e-05,0.1625342214333013,0.98,0.1592835370046353,20.22,1.08,0.02,3.795588608652783,0.9230465863855756,0.5981898418333562,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.2205675059223648,1.0,0.2205675059223648,24.66,1.14,0.0,4.793761101864676,0.8870782381859266,0.5567374957697394,CDP,CDP,,27.784676922911
DDDC,DRAD-CF-MPC,1.0,60,300,50,20,0.01,0.15,1e-05,0.1639322424625845,1.0,0.1639322424625845,17.94,0.72,0.0,3.5901294309088354,0.9264792108123469,0.5225423484608847,CDP_PHYSICS_90,CDP_PHYSICS_90,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1367558319827807,1.0,0.1367558319827807,14.32,0.66,0.0,3.160742145327936,0.9395600246102008,0.539527605010762,CDP,CDP,,-19.872213188704755
DDDC,DRAD-CF-MPC,1.0,80,300,50,20,0.01,0.15,1e-05,0.1094637690120414,1.0,0.1094637690120414,12.9,0.66,0.0,2.5762782737733967,0.9693193472302865,0.4947423505488658,CDP,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1204077666034346,1.0,0.1204077666034346,12.04,0.66,0.0,2.7338718390894594,0.9644920457369164,0.4886623518869807,CDP,CDP,,9.089112687677847
DDDC,DRAD-CF-MPC,1.0,100,240,50,20,0.01,0.15,1e-05,0.0755277795006941,1.0,0.0755277795006941,9.98,0.4,0.0,1.981861133509024,0.990799301638982,0.4622361102496529,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1040865882055972,0.96,0.0999231246773733,10.8,0.46,0.04,2.353125646672764,0.977076847108427,0.4479567058972014,CDP,CDP,,24.414113605035375
RC,DRAD-CF-MPC,0.25,0,210,50,20,0.01,0.15,1e-05,0.8161397771323489,0.92,0.750848594961761,101.58,2.06,0.08,17.322795542646976,0.4695091448639732,0.1838602228676511,NP,NP,zero_budget,CDP,210,50,20,0.01,0.15,1e-05,0.8161397771323489,0.92,0.750848594961761,101.58,2.06,0.08,17.322795542646976,0.4695091448639732,0.1838602228676511,CDP,CDP,,0.0
RC,DRAD-CF-MPC,0.25,20,300,50,20,0.01,0.15,1e-05,0.4715686132041735,0.9,0.4244117518837561,60.0,1.96,0.1,9.771176205597628,0.7114453428772368,0.4403594889965221,CDP,CDP_PHYSICS_90,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.4614319707343493,0.92,0.4245174130756014,57.92,2.48,0.08,9.582634655658898,0.7184341604826224,0.4488066910547089,CDP,CDP,,0.024889719147099
RC,DRAD-CF-MPC,0.25,40,270,50,20,0.01,0.15,1e-05,0.1693522743973017,1.0,0.1693522743973017,20.34,1.22,0.0,3.912859119633589,0.9188723669846816,0.5933198040019273,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain,CDP,270,50,20,0.01,0.15,1e-05,0.1714662477235361,1.0,0.1714662477235361,20.06,1.1,0.0,3.949219460844821,0.9173431882277224,0.5918098230546172,CDP,CDP,,1.2328801465525503
RC,DRAD-CF-MPC,0.25,60,300,50,20,0.01,0.15,1e-05,0.1159645954346154,1.0,0.1159645954346154,14.48,0.72,0.0,2.832240607866924,0.9514462400878786,0.5525221278533654,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1342155660635458,1.0,0.1342155660635458,15.44,0.54,0.0,3.120605943804025,0.9380564368965352,0.5411152712102839,CDP,CDP,,13.598251800505231
RC,DRAD-CF-MPC,0.25,80,300,50,20,0.01,0.15,1e-05,0.103690190340315,0.98,0.1016163865335087,13.66,0.62,0.02,2.493138740900537,0.967822570692612,0.4979498942553805,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.144049883764914,1.0,0.144049883764914,16.42,0.58,0.0,3.0743183262147618,0.9473910768743424,0.4755278423528255,CDP,CDP,,29.45750188897146
RC,DRAD-CF-MPC,0.25,100,300,50,20,0.01,0.15,1e-05,0.0672994966757308,0.98,0.0659535067422162,8.6,0.42,0.02,1.8748934567845013,0.9895960201978014,0.4663502516621345,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.0922813903484797,0.96,0.0885901347345406,10.8,0.46,0.04,2.199658074530238,0.9808819927184084,0.4538593048257601,CDP,CDP,,25.55208665152084
RC,DRAD-CF-MPC,0.5,0,210,50,20,0.01,0.15,1e-05,0.8468791908153301,0.92,0.7791288555501038,106.32,2.0,0.08,17.937583816306606,0.4495285259700353,0.1531208091846698,NP,NP,zero_budget,CDP,210,50,20,0.01,0.15,1e-05,0.8468791908153301,0.92,0.7791288555501038,106.32,2.0,0.08,17.937583816306606,0.4495285259700353,0.1531208091846698,CDP,CDP,,0.0
RC,DRAD-CF-MPC,0.5,20,300,50,20,0.01,0.15,1e-05,0.5017203873737734,0.96,0.4816515718788225,61.38,1.9,0.04,10.331999205152185,0.6930817482070474,0.4152330105218555,CDP,CDP,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.5053141134092274,0.96,0.4851015488728583,61.68,1.94,0.04,10.39884250941163,0.6907458262840023,0.4122382388256438,CDP,CDP,,0.7111865550717643
RC,DRAD-CF-MPC,0.5,40,300,50,20,0.01,0.15,1e-05,0.1982093684898344,1.0,0.1982093684898344,24.16,0.98,0.0,4.409201138025153,0.903186930150628,0.5727075939358326,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1648015884018113,0.96,0.1582095248657389,21.76,0.9,0.04,3.834587320511156,0.9226951271038176,0.5965702939987062,CDP,CDP,,-25.28282899388497
RC,DRAD-CF-MPC,0.5,60,300,50,20,0.01,0.15,1e-05,0.1127742096684633,0.98,0.1105187254750941,14.22,0.54,0.02,2.7818325127617216,0.9554102062717444,0.5545161189572103,CDP,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1270004207006444,1.0,0.1270004207006444,14.32,0.66,0.0,3.006606647070181,0.946955495503184,0.5456247370620972,CDP,CDP,,12.97766978604733
RC,DRAD-CF-MPC,0.5,80,300,50,20,0.01,0.15,1e-05,0.1025623275653024,0.98,0.1005110810139964,12.84,0.7,0.02,2.476897516940355,0.9700874328572952,0.498576484685943,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1052409299149476,1.0,0.1052409299149476,12.04,0.66,0.0,2.515469390775246,0.9717788390880736,0.4970883722694735,CDP,CDP,,4.494305499513135
RC,DRAD-CF-MPC,0.5,100,240,50,20,0.01,0.15,1e-05,0.0649343190568758,1.0,0.0649343190568758,8.2,0.28,0.0,1.844146147739386,0.9940354478205088,0.4675328404715621,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.0922813903484797,0.96,0.0885901347345406,10.8,0.46,0.04,2.199658074530238,0.9808819927184084,0.4538593048257601,CDP,CDP,,26.702539451240447
RC,DRAD-CF-MPC,1.0,0,210,50,20,0.01,0.15,1e-05,0.8737665300153449,0.94,0.8213405382144241,107.98,1.42,0.06,18.4753306003069,0.4320517554900256,0.1262334699846549,NP,NP,zero_budget,CDP,210,50,20,0.01,0.15,1e-05,0.8737665300153449,0.94,0.8213405382144241,107.98,1.42,0.06,18.4753306003069,0.4320517554900256,0.1262334699846549,CDP,CDP,,0.0
RC,DRAD-CF-MPC,1.0,20,300,50,20,0.01,0.15,1e-05,0.5530750524061253,0.92,0.5088290482136353,68.26,2.18,0.08,11.28719597475393,0.6589012159360185,0.3724374563282289,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.532130250693418,0.94,0.5002024356518129,64.14,2.24,0.06,10.897622662897575,0.672880278509228,0.389891457755485,CDP,CDP,,-1.7246242614880176
RC,DRAD-CF-MPC,1.0,40,300,50,20,0.01,0.15,1e-05,0.2072880403443862,0.98,0.2031422795374985,25.88,1.0,0.02,4.565354293923443,0.8939964715385238,0.5662228283254385,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.2063904832778462,1.0,0.2063904832778462,24.66,1.14,0.0,4.549916312378956,0.8955209298079018,0.5668639405158241,CDP,CDP,,1.573814687937516
RC,DRAD-CF-MPC,1.0,60,300,50,20,0.01,0.15,1e-05,0.1238632464443297,0.98,0.1213859815154431,15.46,0.56,0.02,2.9570392938204098,0.9494791508749284,0.5475854709722938,CDP,CDP_PDP_90,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1270004207006444,1.0,0.1270004207006444,14.32,0.66,0.0,3.006606647070181,0.946955495503184,0.5456247370620972,CDP,CDP,,4.420803611659702
RC,DRAD-CF-MPC,1.0,80,300,50,20,0.01,0.15,1e-05,0.0965192089750423,0.98,0.0945888247955415,12.64,0.6,0.02,2.38987660924061,0.9750562234106,0.5019337727916431,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.1052409299149476,1.0,0.1052409299149476,12.04,0.66,0.0,2.515469390775246,0.9717788390880736,0.4970883722694735,CDP,CDP,,10.121637207038727
RC,DRAD-CF-MPC,1.0,100,240,50,20,0.01,0.15,1e-05,0.0642991061585069,1.0,0.0642991061585069,8.02,0.32,0.0,1.8358883800605903,0.9930361709784647,0.4678504469207464,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain,CDP,300,50,20,0.01,0.15,1e-05,0.0922813903484797,0.96,0.0885901347345406,10.8,0.46,0.04,2.199658074530238,0.9808819927184084,0.4538593048257601,CDP,CDP,,27.41956386966485
