node_type,pattern,attack_information_ratio,defense_budget,T_opt,n_runs,infection_rate,activation_rate,detection_rate,PAS_at_T_opt,PS_at_T_opt,EP_max,mean_active_infectious,mean_exposed,mean_detected,mean_affected_power_nodes,mean_affected_capacity,RT,RI,RE
CYBER_PHYSICS_OVERLAP,RC,0.5,100,300,40,0.01,0.15,1e-05,0.0550226468865351,0.975,0.0536470807143717,8.125,0.4,0.025,7.925,411.925,1.7152944095249567,0.9922839510074184,0.4724886765567324
CYBER_PHYSICS_OVERLAP,RC,1.0,20,300,40,0.01,0.15,1e-05,0.5460863616729477,0.925,0.5051298845474766,77.8,2.15,0.075,72.05,3981.15,11.157206327116828,0.663543864912584,0.3782613652725436
CYBER_PHYSICS_OVERLAP,RC,1.0,40,300,40,0.01,0.15,1e-05,0.3329316069500861,0.95,0.3162850266025818,48.525,1.925,0.05,46.6,2279.3599999999997,6.726423639541482,0.8211365173052938,0.4764774236070813
CYBER_PHYSICS_OVERLAP,RC,1.0,60,300,40,0.01,0.15,1e-05,0.1980053373610708,0.975,0.193055203927044,28.45,1.4,0.025,27.725,1395.535,4.12848433030492,0.921048629181294,0.5012466641493307
CYBER_PHYSICS_OVERLAP,RC,1.0,100,300,40,0.01,0.15,1e-05,0.0570910592022345,1.0,0.0570910592022345,8.5,0.575,0.0,8.5,394.13,1.7421837696290492,0.9955699084341272,0.4714544703988826
NO_PROTECTION,DCAC,0.25,20,180,40,0.01,0.15,1e-05,0.8150980252394084,0.975,0.7947205746084232,91.925,2.675,0.025,90.8,7450.395000000001,16.160823269452997,0.4896862835943844,0.1540849789671595
NO_PROTECTION,DCAC,0.25,40,300,40,0.01,0.15,1e-05,0.8105473232187608,0.825,0.6687015416554776,113.4,0.675,0.175,94.75,6975.215000000001,14.941413959362688,0.5061442399078055,0.135323340558028
NO_PROTECTION,DCAC,0.25,60,180,40,0.01,0.15,1e-05,0.8173729557132201,0.925,0.7560699840347286,97.5,2.225,0.075,92.075,7348.63,13.91449270026888,0.5242075787864069,0.1141419026792373
NO_PROTECTION,DCAC,0.25,100,180,40,0.01,0.15,1e-05,0.7074759149410544,0.85,0.6013545276998963,92.275,3.025,0.15,78.75,6475.360000000001,10.197186894233708,0.6251406552883145,0.1462620425294727
NO_PROTECTION,DCAC,0.5,20,240,40,0.01,0.15,1e-05,0.8996709494559461,0.925,0.8321956282467502,112.975,0.9,0.075,104.725,7778.535000000001,17.733879659880596,0.433713882853635,0.0836075421200449
NO_PROTECTION,DCAC,0.5,40,180,40,0.01,0.15,1e-05,0.8455624963224816,0.95,0.8032843715063575,99.7,2.15,0.05,95.65,7556.185,15.543674936746688,0.488384377390387,0.1103125026267988
NO_PROTECTION,DCAC,0.5,60,180,40,0.01,0.15,1e-05,0.8286060204712096,0.925,0.7664605689358689,97.6,2.525,0.075,92.6,7429.210000000001,14.09197512344511,0.5169060866937139,0.107121237205494
NO_PROTECTION,DCAC,0.5,100,300,40,0.01,0.15,1e-05,0.8450130510450347,0.85,0.7182610933882795,112.55,0.825,0.15,99.175,7226.795000000001,11.985169663585449,0.5357415168207276,0.0774934744774827
NO_PROTECTION,DCAC,1.0,20,180,40,0.01,0.15,1e-05,0.8424111760127524,0.925,0.779230337811796,101.35,2.25,0.075,95.225,7486.01,16.668847873837194,0.470932735591711,0.1313240199893731
NO_PROTECTION,DCAC,1.0,40,300,40,0.01,0.15,1e-05,0.9446040642476344,0.95,0.8973738610352527,114.175,0.075,0.05,111.075,8082.815,17.247189905059315,0.4240073582390374,0.0395685255374038
NO_PROTECTION,DCAC,1.0,60,180,40,0.01,0.15,1e-05,0.8565917128932945,0.95,0.8137621272486297,101.475,1.85,0.05,96.35,7672.94,14.534149063714054,0.5002153866193584,0.0896301794416909
NO_PROTECTION,DCAC,1.0,100,180,40,0.01,0.15,1e-05,0.8697046988222172,0.95,0.8262194638811063,101.65,2.4,0.05,98.425,7720.135,12.306161084688828,0.5296919457655587,0.0651476505888913
NO_PROTECTION,DCDC,0.25,20,240,40,0.01,0.15,1e-05,0.8249090058437322,0.9,0.7424181052593589,108.3,1.35,0.1,98.5,6992.9800000000005,16.34330750869342,0.4818091462015742,0.1459091617968899
NO_PROTECTION,DCDC,0.25,40,240,40,0.01,0.15,1e-05,0.750593165947184,0.85,0.6380041910551063,103.125,1.725,0.15,90.8,6304.845,13.91020245429156,0.5461144421343305,0.1781477386091543
NO_PROTECTION,DCDC,0.25,60,300,40,0.01,0.15,1e-05,0.855326452072234,0.875,0.7484106455632048,114.575,0.45,0.125,101.6,7270.385,14.514157942741296,0.4965378061530477,0.0904209674548537
NO_PROTECTION,DCDC,0.25,100,300,40,0.01,0.15,1e-05,0.8740094598539823,0.9,0.7866085138685841,110.95,0.7,0.1,103.825,7378.735000000001,12.36212297810177,0.5218938510949116,0.0629952700730089
NO_PROTECTION,DCDC,0.5,20,240,40,0.01,0.15,1e-05,0.8958794835965962,0.95,0.8510855094167663,110.0,0.8,0.05,107.075,7619.420000000001,17.663358394896694,0.4366783356622123,0.0867670970028364
NO_PROTECTION,DCDC,0.5,40,300,40,0.01,0.15,1e-05,0.8297680230683584,0.85,0.7053028196081046,113.625,0.3,0.15,98.65,7046.315,15.27200999677576,0.4946507850055671,0.1215942692368869
NO_PROTECTION,DCDC,0.5,60,240,40,0.01,0.15,1e-05,0.8497606580251725,0.9,0.7647845922226553,109.55,1.325,0.1,101.475,7267.5,14.426218396797733,0.5016555722836378,0.0938995887342671
NO_PROTECTION,DCDC,0.5,100,240,40,0.01,0.15,1e-05,0.865457043761183,0.925,0.8005477654790943,111.075,1.1,0.075,103.925,7343.405000000001,12.250941568895382,0.529952921555231,0.0672714781194084
NO_PROTECTION,DCDC,1.0,20,240,40,0.01,0.15,1e-05,0.8232877088930517,0.875,0.7203767452814203,111.05,1.0,0.125,99.125,6997.08,16.313151385410762,0.4823629892195164,0.1472602425891236
NO_PROTECTION,DCDC,1.0,40,240,40,0.01,0.15,1e-05,0.8326570887249787,0.875,0.7285749526343563,109.2,1.3,0.125,99.3,7057.660000000001,15.321701926069633,0.4937728923287638,0.1195306509107295
NO_PROTECTION,DCDC,1.0,60,180,40,0.01,0.15,1e-05,0.7806337183628395,0.925,0.7220861894856265,100.725,2.025,0.075,95.45,6547.985000000001,13.334012750132862,0.5480880830641544,0.1371039260232253
NO_PROTECTION,DCDC,1.0,100,240,40,0.01,0.15,1e-05,0.8469019573774066,0.9,0.762211761639666,108.775,0.975,0.1,101.775,7199.414999999999,12.009725445906287,0.5395137277046855,0.0765490213112966
NO_PROTECTION,DDAC,0.25,20,240,40,0.01,0.15,1e-05,0.8754264755849741,0.925,0.8097694899161011,107.7,1.375,0.075,101.175,7518.960000000001,17.282932445880515,0.4494727908697668,0.1038112703458549
NO_PROTECTION,DDAC,0.25,40,240,40,0.01,0.15,1e-05,0.8631029336730227,0.9,0.7767926403057205,108.2,1.275,0.1,99.775,7357.48,15.845370459175992,0.4749830931125352,0.0977836188049837
NO_PROTECTION,DDAC,0.25,60,300,40,0.01,0.15,1e-05,0.8379503228922356,0.85,0.7122577744584002,109.475,0.725,0.15,98.1,7150.4450000000015,14.23961510169732,0.5063322901200469,0.1012810481923527
NO_PROTECTION,DDAC,0.25,100,240,40,0.01,0.15,1e-05,0.8704648740143284,0.925,0.8051800084632538,106.875,1.425,0.075,100.125,7431.085000000001,12.316043362186267,0.5266978318906865,0.0647675629928358
NO_PROTECTION,DDAC,0.5,20,180,40,0.01,0.15,1e-05,0.8735567502431696,0.975,0.8517178314870903,99.35,2.525,0.025,98.275,7543.67,17.248155554522956,0.4516881123419398,0.1053693747973586
NO_PROTECTION,DDAC,0.5,40,240,40,0.01,0.15,1e-05,0.8901966402013116,0.925,0.8234318921862133,110.85,0.9,0.075,103.275,7597.110000000001,16.311382211462558,0.4583721838691475,0.0784309712847774
NO_PROTECTION,DDAC,0.5,60,180,40,0.01,0.15,1e-05,0.7891719703499142,0.9,0.7102547733149227,94.825,2.3,0.1,88.7,6767.780000000001,13.468917131528643,0.5410382192725558,0.1317675185313035
NO_PROTECTION,DDAC,0.5,100,300,40,0.01,0.15,1e-05,0.8172303556822996,0.825,0.6742150434378972,112.4,0.475,0.175,95.925,6977.914999999999,11.623994623869894,0.5513002688065053,0.0913848221588502
NO_PROTECTION,DDAC,1.0,20,240,40,0.01,0.15,1e-05,0.8524161703643802,0.875,0.7458641490688327,111.05,1.0,0.125,99.125,7248.45,16.854940768777475,0.4634294892631528,0.1229865246963498
NO_PROTECTION,DDAC,1.0,40,180,40,0.01,0.15,1e-05,0.86148975893298,0.95,0.8184152709863309,98.425,1.75,0.05,97.375,7352.964999999999,15.817623853647255,0.478031656693563,0.0989358864764428
NO_PROTECTION,DDAC,1.0,60,240,40,0.01,0.15,1e-05,0.8308141041613885,0.85,0.7061919885371801,109.025,0.875,0.15,96.725,7101.295000000001,14.126862845749937,0.5109708322950974,0.1057411848991322
NO_PROTECTION,DDAC,1.0,100,180,40,0.01,0.15,1e-05,0.8115156974755312,0.9,0.7303641277279781,97.125,2.325,0.1,91.675,6990.025,11.54970406718191,0.5625147966409046,0.0942421512622343
NO_PROTECTION,DDDC,0.25,20,300,40,0.01,0.15,1e-05,0.9242499396296694,0.95,0.8780374426481858,113.775,0.55,0.05,109.325,7908.075,18.191048877111847,0.418237539240715,0.0631250503086089
NO_PROTECTION,DDDC,0.25,40,240,40,0.01,0.15,1e-05,0.7570407611866827,0.85,0.6434846470086804,103.125,1.725,0.15,90.8,6515.665,14.02110109241094,0.5419235052286563,0.1735423134380838
NO_PROTECTION,DDDC,0.25,60,240,40,0.01,0.15,1e-05,0.8205153108042792,0.9,0.7384637797238512,103.825,1.075,0.1,97.925,7059.67,13.96414191070761,0.5206650479772185,0.1121779307473254
NO_PROTECTION,DDDC,0.25,100,300,40,0.01,0.15,1e-05,0.8775417466318836,0.9,0.7897875719686952,114.175,0.55,0.1,104.025,7491.045000000001,12.408042706214484,0.5195978646892757,0.0612291266840582
NO_PROTECTION,DDDC,0.5,20,240,40,0.01,0.15,1e-05,0.8829572090162889,0.925,0.8167354183400674,112.975,0.9,0.075,104.725,7532.720000000001,17.423004087702974,0.4445778141394121,0.0975356591530925
NO_PROTECTION,DDDC,0.5,40,240,40,0.01,0.15,1e-05,0.8190688165475948,0.875,0.7166852144791455,105.225,1.175,0.125,97.325,7044.395000000001,15.087983644618628,0.5026052692440635,0.1292365596088608
NO_PROTECTION,DDDC,0.5,60,240,40,0.01,0.15,1e-05,0.8219631163615094,0.875,0.7192177268163208,108.7,1.05,0.125,97.625,7037.665000000001,13.987017238511848,0.518223974365019,0.1112730522740566
NO_PROTECTION,DDDC,0.5,100,240,40,0.01,0.15,1e-05,0.8426500861896062,0.9,0.7583850775706457,110.95,0.675,0.1,100.325,7264.98,11.954451120464883,0.5422774439767558,0.0786749569051968
NO_PROTECTION,DDDC,1.0,20,180,40,0.01,0.15,1e-05,0.7652017059437103,0.925,0.707811577997932,100.6,2.175,0.075,93.175,6643.37,15.232751730553014,0.5211188911365883,0.195665245046908
NO_PROTECTION,DDDC,1.0,40,240,40,0.01,0.15,1e-05,0.8509928669693178,0.9,0.765893580272386,110.4,0.675,0.1,101.325,7351.3,15.637077311872266,0.4828546364699434,0.1064336664504872
NO_PROTECTION,DDDC,1.0,60,300,40,0.01,0.15,1e-05,0.8856905498229498,0.9,0.7971214948406549,115.15,0.325,0.1,104.95,7567.030000000001,14.993910687202606,0.4783011426150826,0.0714434063606563
NO_PROTECTION,DDDC,1.0,100,180,40,0.01,0.15,1e-05,0.7920178535079716,0.925,0.7326165144948737,98.2,2.05,0.075,95.75,6840.825,11.296232095603632,0.5776883952198184,0.1039910732460141
NO_PROTECTION,RC,0.25,20,240,40,0.01,0.15,1e-05,0.8469858659247308,0.925,0.783461925980376,104.3,1.425,0.075,99.325,7183.175,16.75393710619999,0.467959187148925,0.1275117783960576
NO_PROTECTION,RC,0.25,40,180,40,0.01,0.15,1e-05,0.8134883046340518,1.0,0.8134883046340518,95.1,2.925,0.0,95.1,6905.110000000001,14.99199883970569,0.5112326019878664,0.1332226395471059
NO_PROTECTION,RC,0.25,60,180,40,0.01,0.15,1e-05,0.7371704433230954,0.95,0.7003119211569406,88.725,2.975,0.05,86.075,6304.295,12.647293004504908,0.577839211839988,0.1642684729230653
NO_PROTECTION,RC,0.25,100,180,40,0.01,0.15,1e-05,0.7156148948481752,0.9,0.6440534053633576,87.275,3.325,0.1,84.2,6015.764999999999,10.302993633026276,0.6248503183486861,0.1421925525759124
NO_PROTECTION,RC,0.5,20,240,40,0.01,0.15,1e-05,0.8047445090947389,0.85,0.6840328327305281,107.8,1.15,0.15,94.9,6864.615,15.968247869162145,0.4939160690884197,0.1627129090877175
NO_PROTECTION,RC,0.5,40,240,40,0.01,0.15,1e-05,0.9027574829865131,0.95,0.8576196088371876,110.275,0.95,0.05,106.525,7662.74,16.527428707368028,0.4512076360587663,0.069458940723919
NO_PROTECTION,RC,0.5,60,240,40,0.01,0.15,1e-05,0.9153967053952308,0.95,0.8696268701254692,111.3,0.85,0.05,107.775,7787.94,15.463267945244649,0.4619921414931,0.0528770591279807
NO_PROTECTION,RC,0.5,100,180,40,0.01,0.15,1e-05,0.8400167963469711,1.0,0.8400167963469711,99.2,2.425,0.0,99.2,7010.839999999999,11.920218352510624,0.5539890823744686,0.0799916018265144
NO_PROTECTION,RC,1.0,20,180,40,0.01,0.15,1e-05,0.8060172088683816,0.925,0.745565918203253,101.45,2.1,0.075,94.675,6751.3200000000015,15.991920084951897,0.4945888142355519,0.1616523259430154
NO_PROTECTION,RC,1.0,40,180,40,0.01,0.15,1e-05,0.7662232268718066,0.875,0.6704453235128307,100.6,2.275,0.125,90.15,6467.075,14.179039502195073,0.5369549025333258,0.166983409377281
NO_PROTECTION,RC,1.0,60,300,40,0.01,0.15,1e-05,0.888888951111733,0.9,0.8000000560005598,115.15,0.325,0.1,104.95,7593.83,15.044445427565382,0.4762221817773735,0.0694444055551668
NO_PROTECTION,RC,1.0,100,240,40,0.01,0.15,1e-05,0.8589141568490224,0.9,0.7730227411641202,107.225,1.025,0.1,101.075,7289.955,12.16588403903729,0.5317057980481354,0.0705429215754888
PHYSICS_IMPACT,DCAC,0.25,20,300,40,0.01,0.15,1e-05,0.6771877322247116,0.975,0.6602580389190938,83.825,1.875,0.025,81.2,6295.585000000001,13.595691819379638,0.5793279740539374,0.2690102231460736
PHYSICS_IMPACT,DCAC,0.25,40,300,40,0.01,0.15,1e-05,0.3405958179986103,1.0,0.3405958179986103,42.45,1.6,0.0,42.45,3461.95,6.858248069576095,0.815982596150857,0.4710029871438498
PHYSICS_IMPACT,DCAC,0.25,60,300,40,0.01,0.15,1e-05,0.1207275583478863,0.975,0.1177093693891891,15.8,0.925,0.025,14.975,1277.69,2.9074954218966043,0.953237532296091,0.549545276032571
PHYSICS_IMPACT,DCAC,0.25,100,300,40,0.01,0.15,1e-05,0.085137928357512,1.0,0.085137928357512,9.1,0.4,0.0,9.1,1046.1950000000002,2.106793068647657,0.9878242180576068,0.457431035821244
PHYSICS_IMPACT,DCAC,0.5,20,300,40,0.01,0.15,1e-05,0.7358969139716871,0.95,0.6991020682731027,91.925,1.675,0.05,89.3,6723.82,14.68768259987338,0.5406670059184033,0.2200859050235941
PHYSICS_IMPACT,DCAC,0.5,40,300,40,0.01,0.15,1e-05,0.4218416118739586,0.925,0.3902034909834117,54.975,1.825,0.075,51.525,4261.360000000001,8.255675724232088,0.762802952281927,0.4129702772328867
PHYSICS_IMPACT,DCAC,0.5,60,300,40,0.01,0.15,1e-05,0.1299237557655589,1.0,0.1299237557655589,15.675,0.95,0.0,15.675,1315.595,3.0527953410958313,0.9535023353445248,0.5437976526465256
PHYSICS_IMPACT,DCAC,0.5,100,300,40,0.01,0.15,1e-05,0.090149629294243,1.0,0.090149629294243,10.0,0.5,0.0,10.0,1001.34,2.1719451808251597,0.9795303598501052,0.4549251853528785
PHYSICS_IMPACT,DCAC,1.0,20,300,40,0.01,0.15,1e-05,0.7457917466773315,0.925,0.6898573656765317,95.275,1.225,0.075,89.375,6777.3,14.871726488198368,0.5337353646597345,0.2118402111022237
PHYSICS_IMPACT,DCAC,1.0,40,300,40,0.01,0.15,1e-05,0.4569387155165962,1.0,0.4569387155165962,56.1,1.9,0.0,56.1,4638.610000000001,8.859345906885455,0.7429898349142123,0.3879009174881455
PHYSICS_IMPACT,DCAC,1.0,60,300,40,0.01,0.15,1e-05,0.1275669680249498,1.0,0.1275669680249498,15.375,1.275,0.0,15.375,1339.435,3.0155580947942084,0.9505387054565316,0.5452706449844062
PHYSICS_IMPACT,DCAC,1.0,100,240,40,0.01,0.15,1e-05,0.0735960673623842,1.0,0.0735960673623842,8.05,0.375,0.0,8.05,894.945,1.956748875710994,0.991264058333154,0.4632019663188078
PHYSICS_IMPACT,DCDC,0.25,20,300,40,0.01,0.15,1e-05,0.6952134816752965,0.875,0.6083117964658844,102.35,0.9,0.125,93.775,5596.360000000001,13.930970759160516,0.5656112369110573,0.2539887652705862
PHYSICS_IMPACT,DCDC,0.25,40,240,40,0.01,0.15,1e-05,0.586668201855935,0.975,0.5720014968095366,89.65,0.95,0.025,87.45,4469.0,11.090693071922082,0.6576656687936422,0.295236998674332
PHYSICS_IMPACT,DCDC,0.25,60,300,40,0.01,0.15,1e-05,0.5584283205316168,0.9,0.5025854884784552,85.425,1.0,0.1,79.35,4388.15,9.823167464399546,0.6910215916544491,0.2759822996677394
PHYSICS_IMPACT,DCDC,0.25,100,300,40,0.01,0.15,1e-05,0.3713813860109144,0.875,0.3249587127595502,56.0,1.55,0.125,51.2,3054.625,5.827958018141889,0.8461020990929053,0.3143093069945427
PHYSICS_IMPACT,DCDC,0.5,20,240,40,0.01,0.15,1e-05,0.680598259047952,0.925,0.6295533896193557,99.625,0.7,0.075,94.2,5367.5650000000005,13.659127618291908,0.5761111316188312,0.26616811746004
PHYSICS_IMPACT,DCDC,0.5,40,240,40,0.01,0.15,1e-05,0.5683594125478054,0.875,0.4973144859793297,88.425,1.575,0.125,81.075,4468.710000000001,10.775781895822252,0.6655663818439266,0.3083147053229961
PHYSICS_IMPACT,DCDC,0.5,60,240,40,0.01,0.15,1e-05,0.5099312427206492,0.95,0.4844346805846167,79.35,1.15,0.05,76.35,3887.12,9.05691363498626,0.725544692231578,0.3062929732995942
PHYSICS_IMPACT,DCDC,0.5,100,300,40,0.01,0.15,1e-05,0.4119739740258806,0.975,0.4016746246752336,58.175,1.5,0.025,57.9,3304.0449999999996,6.3556616623364475,0.8297169168831775,0.2940130129870597
PHYSICS_IMPACT,DCDC,1.0,20,240,40,0.01,0.15,1e-05,0.6782547299543463,0.95,0.644341993456629,100.05,1.15,0.05,96.6,5271.04,13.615537977150842,0.578134425529675,0.2681210583713781
PHYSICS_IMPACT,DCDC,1.0,40,300,40,0.01,0.15,1e-05,0.6222844853398092,0.875,0.5444989246723331,94.65,1.1,0.125,86.275,4976.325,11.703293147844716,0.6305150845291241,0.2697967961858506
PHYSICS_IMPACT,DCDC,1.0,60,300,40,0.01,0.15,1e-05,0.6027480774440981,0.925,0.5575419716357908,89.6,1.075,0.075,83.425,4747.645,10.523419623616752,0.6637137496613363,0.2482824515974386
PHYSICS_IMPACT,DCDC,1.0,100,300,40,0.01,0.15,1e-05,0.3949783390096345,0.9,0.3554805051086711,57.525,1.65,0.1,54.45,3158.945,6.1347184071252485,0.8332640796437376,0.3025108304951828
PHYSICS_IMPACT,DDAC,0.25,20,300,40,0.01,0.15,1e-05,0.4223390852155954,0.975,0.4117806080852055,51.45,2.275,0.025,49.7,3542.375,8.855506985010075,0.7447833432137989,0.4813840956536704
PHYSICS_IMPACT,DDAC,0.25,40,300,40,0.01,0.15,1e-05,0.2647912202672834,0.975,0.2581714397606013,32.675,1.325,0.025,31.825,2303.2799999999997,5.554408988597276,0.8608452644443034,0.5251491283805119
PHYSICS_IMPACT,DDAC,0.25,60,300,40,0.01,0.15,1e-05,0.1884125560129198,0.95,0.1789919282122738,23.125,1.325,0.05,22.7,1467.825,3.976918385004134,0.91633414329868,0.5072421524919252
PHYSICS_IMPACT,DDAC,0.25,100,300,40,0.01,0.15,1e-05,0.1210267082121969,1.0,0.1210267082121969,12.375,0.55,0.0,12.375,1203.34,2.5733472067585605,0.9651340398479114,0.4394866458939015
PHYSICS_IMPACT,DDAC,0.5,20,300,40,0.01,0.15,1e-05,0.4442337611503791,0.9,0.3998103850353413,55.85,2.375,0.1,52.05,3699.555,9.262747957397051,0.729134005660206,0.463138532374684
PHYSICS_IMPACT,DDAC,0.5,40,300,40,0.01,0.15,1e-05,0.3196212496807629,0.95,0.3036401871967247,38.275,1.8,0.05,36.65,2867.785,6.497485494509121,0.8300167315830018,0.4859848216565979
PHYSICS_IMPACT,DDAC,0.5,60,300,40,0.01,0.15,1e-05,0.2678395193254944,1.0,0.2678395193254944,33.275,1.025,0.0,33.275,2145.875,5.23186440534281,0.8703837742499723,0.4576003004215659
PHYSICS_IMPACT,DDAC,0.5,100,300,40,0.01,0.15,1e-05,0.0965695064351653,1.0,0.0965695064351653,9.65,0.525,0.0,9.65,932.1,2.2554035836571487,0.9821905318339696,0.4517152467824173
PHYSICS_IMPACT,DDAC,1.0,20,300,40,0.01,0.15,1e-05,0.519279667134991,0.95,0.4933156837782413,61.25,2.2,0.05,60.6,4328.415,10.65860180871083,0.681468216362256,0.4006002773875076
PHYSICS_IMPACT,DDAC,1.0,40,300,40,0.01,0.15,1e-05,0.3404892472531936,0.975,0.3319770160718638,39.925,1.475,0.025,39.45,3044.59,6.856415052754931,0.817681989285424,0.4710791091048617
PHYSICS_IMPACT,DDAC,1.0,60,300,40,0.01,0.15,1e-05,0.1633429758830485,1.0,0.1633429758830485,20.85,1.1,0.0,20.85,1203.235,3.580819018952167,0.9317194742063316,0.5229106400730946
PHYSICS_IMPACT,DDAC,1.0,100,300,40,0.01,0.15,1e-05,0.0757223997978012,1.0,0.0757223997978012,7.85,0.375,0.0,7.85,708.325,1.984391197371416,0.9889888592711696,0.4621388001010993
PHYSICS_IMPACT,DDDC,0.25,20,300,40,0.01,0.15,1e-05,0.717212765513612,0.925,0.6634218081000911,103.075,0.9,0.075,96.5,5814.775,14.340157438553186,0.5523117024161521,0.2356560287386566
PHYSICS_IMPACT,DDDC,0.25,40,300,40,0.01,0.15,1e-05,0.6372721170535008,0.95,0.6054085112008257,93.0,0.95,0.05,89.175,5468.84,11.961080413320214,0.6237731239152244,0.2590913449617851
PHYSICS_IMPACT,DDDC,0.25,60,300,40,0.01,0.15,1e-05,0.5216879980173352,0.875,0.4564769982651683,81.125,0.95,0.125,74.575,4333.9400000000005,9.242670368673895,0.713402801288732,0.2989450012391655
PHYSICS_IMPACT,DDDC,0.25,100,300,40,0.01,0.15,1e-05,0.3769875791830076,0.9,0.3392888212647069,53.95,1.525,0.1,50.325,3351.05,5.900838529379099,0.844958073531045,0.3115062104084962
PHYSICS_IMPACT,DDDC,0.5,20,300,40,0.01,0.15,1e-05,0.7221033208386893,0.9,0.6498929887548204,102.825,0.775,0.1,95.95,5876.125,14.431121767599624,0.5486328414548518,0.2315805659677588
PHYSICS_IMPACT,DDDC,0.5,40,240,40,0.01,0.15,1e-05,0.5853119935370114,0.95,0.5560463938601607,87.125,1.375,0.05,83.825,4964.385,11.067366288836592,0.6575472042009427,0.2962057189021349
PHYSICS_IMPACT,DDDC,0.5,60,300,40,0.01,0.15,1e-05,0.583180596379641,0.925,0.539442051651168,85.45,1.075,0.075,81.4,4780.780000000001,10.21425342279833,0.6764326123532334,0.2605121272627243
PHYSICS_IMPACT,DDDC,0.5,100,300,40,0.01,0.15,1e-05,0.4338474033780501,0.95,0.4121550332091476,58.475,1.45,0.05,56.675,3896.325,6.640016243914653,0.8129991878042674,0.2830762983109749
PHYSICS_IMPACT,DDDC,1.0,20,300,40,0.01,0.15,1e-05,0.6670197500394994,0.825,0.550291293782587,104.175,1.1,0.175,88.2,5494.84,13.40656735073469,0.5829371624743255,0.2774835416337505
PHYSICS_IMPACT,DDDC,1.0,40,240,40,0.01,0.15,1e-05,0.610272432885956,1.0,0.610272432885956,87.65,1.175,0.0,87.65,5196.775,11.496685845638444,0.6433229186241286,0.2783768336528885
PHYSICS_IMPACT,DDDC,1.0,60,300,40,0.01,0.15,1e-05,0.5369224107602163,0.875,0.4698071094151893,84.15,1.275,0.125,75.9,4466.13,9.483374090011418,0.7035004330058594,0.2894234932748648
PHYSICS_IMPACT,DDDC,1.0,100,300,40,0.01,0.15,1e-05,0.3921289883655959,0.875,0.3431128648198964,57.275,1.375,0.125,51.2,3574.1050000000005,6.097676848752749,0.8326161575623626,0.303935505817202
PHYSICS_IMPACT,RC,0.25,20,240,40,0.01,0.15,1e-05,0.6980749172245627,0.975,0.6806230442939486,95.65,1.7,0.025,93.925,5553.710000000001,13.984193460376869,0.5657513038040343,0.2516042356461977
PHYSICS_IMPACT,RC,0.25,40,240,40,0.01,0.15,1e-05,0.5492851911350661,0.95,0.5218209315783128,78.2,2.025,0.05,77.725,4206.74,10.44770528752314,0.6809646257622071,0.3219391491892385
PHYSICS_IMPACT,RC,0.25,60,300,40,0.01,0.15,1e-05,0.4388180289559925,0.875,0.3839657753364934,66.55,1.9,0.125,60.925,3384.925,7.933324857504682,0.7658157732151107,0.3507387319025046
PHYSICS_IMPACT,RC,0.25,100,300,40,0.01,0.15,1e-05,0.3277314285115462,0.975,0.3195381427987575,43.425,1.625,0.025,42.925,2463.645,5.260508570650101,0.8839651727267303,0.3361342857442269
PHYSICS_IMPACT,RC,0.5,20,240,40,0.01,0.15,1e-05,0.6814429887459929,0.925,0.6303347645900435,97.45,1.35,0.075,91.4,5365.715,13.67483959067547,0.5755620573151046,0.2654641760450059
PHYSICS_IMPACT,RC,0.5,40,240,40,0.01,0.15,1e-05,0.5867994997415863,0.925,0.5427895372609673,85.85,1.725,0.075,81.875,4531.905000000001,11.092951395555284,0.6555803251679689,0.2951432144702955
PHYSICS_IMPACT,RC,0.5,60,300,40,0.01,0.15,1e-05,0.5348682098270976,0.9,0.4813813888443878,77.45,1.525,0.1,71.925,4153.1,9.450917715268144,0.7063356636123865,0.290707368858064
PHYSICS_IMPACT,RC,0.5,100,300,40,0.01,0.15,1e-05,0.3286678419351144,0.975,0.3204511458867365,44.025,1.625,0.025,42.95,2542.88,5.272681945156489,0.8833822606229692,0.3356660790324427
PHYSICS_IMPACT,RC,1.0,20,300,40,0.01,0.15,1e-05,0.7328520702172641,0.875,0.641245561440106,104.375,0.8,0.125,94.975,5834.1050000000005,14.631048506041116,0.5411461543587783,0.2226232748189465
PHYSICS_IMPACT,RC,1.0,40,300,40,0.01,0.15,1e-05,0.6709871648296726,0.925,0.6206631274674471,96.65,0.825,0.075,90.35,5274.1,12.54097923507037,0.6008583428607128,0.2350091679788052
PHYSICS_IMPACT,RC,1.0,60,300,40,0.01,0.15,1e-05,0.5541773612243471,0.925,0.5126140591325211,76.75,1.6,0.075,73.925,4355.625,9.756002307344684,0.6952847152041743,0.278639149234783
PHYSICS_IMPACT,RC,1.0,100,300,40,0.01,0.15,1e-05,0.3292166042402275,0.925,0.3045253589222105,45.025,1.45,0.075,42.55,2520.325,5.2798158551229575,0.878509207243852,0.3353916978798862
POWER_CAPACITY,DCAC,0.25,20,300,40,0.01,0.15,1e-05,0.3724139704555788,0.925,0.3444829226714104,47.05,2.05,0.075,43.75,3304.12,7.926899850473767,0.7762026666959172,0.5229883579536843
POWER_CAPACITY,DCAC,0.25,40,300,40,0.01,0.15,1e-05,0.1968490645147182,1.0,0.1968490645147182,23.65,1.2,0.0,23.65,1885.035,4.385803909653154,0.9025604371315886,0.5736792396323441
