mode,pattern,attack_information_ratio,defense_budget,T_opt,n_runs,lookahead_runs,infection_rate,activation_rate,detection_rate,PAS_at_T_opt,PS_at_T_opt,EP_max,mean_active_infectious,mean_exposed,mean_detected,RT,RI,RE,selected_policy_mode,safe_guard_mode,best_before_guard_mode
FULL,DCAC,1.0,20,300,30,10,0.01,0.15,1e-05,0.4446577115941871,0.9666666666666668,0.4298357878743809,52.7,1.4666666666666666,0.0333333333333333,9.270633435651884,0.7297720687700555,0.4627852403381773,CDP,switched_with_counterfactual_gain,CDP
FULL,DCAC,1.0,40,300,30,10,0.01,0.15,1e-05,0.2426803937095596,0.9333333333333332,0.226501700795589,32.36666666666667,1.3,0.0666666666666666,5.174102771804427,0.8755735661610811,0.5409425759217432,CDP,switched_with_counterfactual_gain,CDP
FULL,DCAC,1.0,60,270,30,10,0.01,0.15,1e-05,0.1260831073159148,1.0,0.1260831073159148,15.533333333333331,0.7333333333333333,0.0,2.9921130955914537,0.9566630244506944,0.5461980579275532,CDP,switched_with_counterfactual_gain,CDP_PHYSICS_90
FULL,DCAC,1.0,80,270,30,10,0.01,0.15,1e-05,0.1266150767446544,1.0,0.1266150767446544,14.133333333333333,0.8333333333333334,0.0,2.823257105123022,0.9587596645060528,0.4852138462529697,PHYSICS,switched_with_counterfactual_gain,PHYSICS
FULL,DCAC,1.0,100,300,30,10,0.01,0.15,1e-05,0.1026367198786823,1.0,0.1026367198786823,11.133333333333333,0.5333333333333333,0.0,2.334277358422871,0.9729498277948884,0.4486816400606588,RANK_ENSEMBLE,switched_with_counterfactual_gain,RANK_ENSEMBLE
FULL,DCDC,0.25,0,300,30,10,0.01,0.15,1e-05,0.8474517856470529,0.8666666666666667,0.7344582142274458,111.13333333333334,0.9,0.1333333333333333,17.949035712941058,0.4491563393294156,0.1525482143529471,NP,zero_budget,NP
FULL,DCDC,0.25,20,300,30,10,0.01,0.15,1e-05,0.363316640338006,0.9666666666666668,0.3512060856600725,47.833333333333336,1.8666666666666667,0.0333333333333333,7.757689510286911,0.7830016777790061,0.530569466384995,CDP,switched_with_counterfactual_gain,CDP
FULL,DCDC,0.25,40,300,30,10,0.01,0.15,1e-05,0.2040751037171559,0.9666666666666668,0.1972726002599174,25.633333333333333,1.5333333333333334,0.0333333333333333,4.510091783935082,0.8995570746450025,0.5685177830591746,CDP,cdp_best,CDP
FULL,DCDC,0.25,60,270,30,10,0.01,0.15,1e-05,0.1131466289928329,1.0,0.1131466289928329,13.7,0.8666666666666667,0.0,2.78771673808676,0.9650080568107386,0.5542833568794794,CDP,switched_with_counterfactual_gain,CDP
FULL,DCDC,0.25,80,300,30,10,0.01,0.15,1e-05,0.1415583911084269,1.0,0.1415583911084269,16.5,0.7666666666666667,0.0,3.038440831961348,0.9543622935186942,0.4769120049397627,CDP,switched_with_counterfactual_gain,CDP_PDP_90
FULL,DCDC,0.25,100,300,30,10,0.01,0.15,1e-05,0.0688231729960242,1.0,0.0688231729960242,8.6,0.4333333333333333,0.0,1.8947012489483157,0.9863147249789692,0.4655884135019878,RANK_ENSEMBLE,switched_with_counterfactual_gain,RANK_ENSEMBLE
FULL,DCDC,0.5,0,300,30,10,0.01,0.15,1e-05,0.9131736264378232,0.9333333333333332,0.8522953846753016,115.46666666666668,0.3333333333333333,0.0666666666666666,19.26347252875646,0.4064371428154149,0.0868263735621767,NP,zero_budget,NP
FULL,DCDC,0.5,20,300,30,10,0.01,0.15,1e-05,0.4813173624899962,0.9666666666666668,0.4652734504069963,60.666666666666664,1.7333333333333334,0.0333333333333333,9.952502942313933,0.7063991658620417,0.4322355312583365,CDP,switched_with_counterfactual_gain,CDP
FULL,DCDC,0.5,40,300,30,10,0.01,0.15,1e-05,0.2102092913351708,0.9666666666666668,0.2032023149573318,25.6,1.2666666666666666,0.0333333333333333,4.61559981096494,0.8931441817813882,0.5641362204748781,CDP,cdp_best,CDP
FULL,DCDC,0.5,60,300,30,10,0.01,0.15,1e-05,0.1096764102670892,1.0,0.1096764102670892,12.866666666666667,0.6333333333333333,0.0,2.7328872822200108,0.9603644200961352,0.5564522435830692,CDP_PHYSICS_90,switched_with_counterfactual_gain,CDP_PHYSICS_90
FULL,DCDC,0.5,80,270,30,10,0.01,0.15,1e-05,0.1309755780669621,1.0,0.1309755780669621,15.6,0.8,0.0,2.8860483241642556,0.9612594083096296,0.4827913455183543,HYBRID,switched_with_counterfactual_gain,HYBRID
FULL,DCDC,0.5,100,300,30,10,0.01,0.15,1e-05,0.0712490558286921,1.0,0.0712490558286921,8.833333333333334,0.4666666666666667,0.0,1.9262377257729983,0.9863147249789692,0.4643754720856539,RANK_ENSEMBLE,switched_with_counterfactual_gain,RANK_ENSEMBLE
FULL,DCDC,1.0,0,210,30,10,0.01,0.15,1e-05,0.8528887037076978,0.9333333333333332,0.7960294567938513,108.9,1.1333333333333333,0.0666666666666666,18.05777407415395,0.4456223425899965,0.1471112962923023,NP,zero_budget,NP
FULL,DCDC,1.0,20,300,30,10,0.01,0.15,1e-05,0.4726857942486677,1.0,0.4726857942486677,57.1,1.8,0.0,9.79195577302522,0.7126763518855718,0.4394285047927768,CDP,cdp_best,CDP
FULL,DCDC,1.0,40,300,30,10,0.01,0.15,1e-05,0.2237964565431592,0.9666666666666668,0.2163365746583873,27.666666666666668,1.2666666666666666,0.0333333333333333,4.849299052542339,0.8875968130047321,0.554431102469172,CDP,cdp_best,CDP
FULL,DCDC,1.0,60,300,30,10,0.01,0.15,1e-05,0.1096764102670892,1.0,0.1096764102670892,12.866666666666667,0.6333333333333333,0.0,2.7328872822200108,0.9603644200961352,0.5564522435830692,CDP_PHYSICS_90,switched_with_counterfactual_gain,CDP_PHYSICS_90
FULL,DCDC,1.0,80,270,30,10,0.01,0.15,1e-05,0.1309755780669621,1.0,0.1309755780669621,15.6,0.8,0.0,2.8860483241642556,0.9612594083096296,0.4827913455183543,HYBRID,switched_with_counterfactual_gain,HYBRID
FULL,DCDC,1.0,100,300,30,10,0.01,0.15,1e-05,0.0733894017632132,1.0,0.0733894017632132,9.2,0.4666666666666667,0.0,1.9540622229217728,0.9853008916158444,0.4633052991183933,RANK_ENSEMBLE,switched_with_counterfactual_gain,RANK_ENSEMBLE
FULL,DDAC,0.25,0,180,30,10,0.01,0.15,1e-05,0.8110541497348759,0.9333333333333332,0.7569838730858842,95.16666666666669,2.8666666666666667,0.0666666666666666,17.221082994697518,0.4728148026723306,0.188945850265124,NP,zero_budget,NP
FULL,DDAC,0.25,20,300,30,10,0.01,0.15,1e-05,0.393864932573882,0.9333333333333332,0.3676072704022899,48.96666666666667,2.3,0.0666666666666666,8.325887745874205,0.76242432199927,0.5051125561884316,CDP,switched_with_counterfactual_gain,CDP
FULL,DDAC,0.25,40,300,30,10,0.01,0.15,1e-05,0.2011653461295939,1.0,0.2011653461295939,22.966666666666665,1.2666666666666666,0.0,4.460043953429016,0.9023257785972266,0.5705961813360043,CDP,switched_with_counterfactual_gain,CDP
FULL,DDAC,0.25,60,270,30,10,0.01,0.15,1e-05,0.1319837141313356,1.0,0.1319837141313356,15.233333333333333,0.7666666666666667,0.0,3.0853426832751025,0.950383655424048,0.5425101786679151,CDP,switched_with_counterfactual_gain,CDP
FULL,DDAC,0.25,80,300,30,10,0.01,0.15,1e-05,0.1454279375804136,1.0,0.1454279375804136,16.233333333333334,0.7,0.0,3.094162301157957,0.9555985316079348,0.4747622568997702,CDP,switched_with_counterfactual_gain,RANK_ENSEMBLE
FULL,DDAC,0.25,100,270,30,10,0.01,0.15,1e-05,0.0739901278612243,0.9666666666666668,0.0715237902658502,7.933333333333334,0.3666666666666666,0.0333333333333333,1.961871662195917,0.9870015623733626,0.4630049360693878,RANK_ENSEMBLE,switched_with_counterfactual_gain,RANK_ENSEMBLE
FULL,DDAC,0.5,0,300,30,10,0.01,0.15,1e-05,0.9238616891146384,0.9333333333333332,0.8622709098403292,115.46666666666668,0.3333333333333333,0.0666666666666666,19.477233782292767,0.399489902075485,0.0761383108853616,NP,zero_budget,NP
FULL,DDAC,0.5,20,300,30,10,0.01,0.15,1e-05,0.4480172613041887,0.9666666666666668,0.433083352594049,54.53333333333333,2.6,0.0333333333333333,9.33312106025791,0.7278814156864896,0.4599856155798428,CDP,switched_with_counterfactual_gain,CDP
FULL,DDAC,0.5,40,300,30,10,0.01,0.15,1e-05,0.2166436528961054,0.9666666666666668,0.2094221977995685,26.366666666666667,1.3666666666666667,0.0333333333333333,4.7262708298130125,0.8882912012594684,0.5595402479313533,CDP,switched_with_counterfactual_gain,CDP_PHYSICS_90
FULL,DDAC,0.5,60,270,30,10,0.01,0.15,1e-05,0.1482796299817628,1.0,0.1482796299817628,17.266666666666666,0.9333333333333332,0.0,3.3428181537118538,0.9412077538246684,0.5323252312613982,CDP,switched_with_counterfactual_gain,CDP
FULL,DDAC,0.5,80,300,30,10,0.01,0.15,1e-05,0.0961575180519847,1.0,0.0961575180519847,10.9,0.4333333333333333,0.0,2.3846682599485804,0.9821297937052964,0.5021347121933418,HYBRID,switched_with_counterfactual_gain,HYBRID
FULL,DDAC,0.5,100,270,30,10,0.01,0.15,1e-05,0.0698645013417897,0.9666666666666668,0.0675356846303967,7.4,0.4,0.0333333333333333,1.9082385174432672,0.9870015623733626,0.4650677493291051,RANK_ENSEMBLE,switched_with_counterfactual_gain,RANK_ENSEMBLE
FULL,DDAC,1.0,0,210,30,10,0.01,0.15,1e-05,0.8850647853339701,0.9333333333333332,0.8260604663117055,108.9,1.1333333333333333,0.0666666666666666,18.701295706679396,0.4247078895329194,0.1149352146660299,NP,zero_budget,NP
FULL,DDAC,1.0,20,300,30,10,0.01,0.15,1e-05,0.4068932588077654,0.9666666666666668,0.3933301501808399,47.666666666666664,1.8333333333333333,0.0333333333333333,8.568214613824436,0.7543713195100439,0.4942556176601955,CDP,switched_with_counterfactual_gain,CDP
FULL,DDAC,1.0,40,300,30,10,0.01,0.15,1e-05,0.2400377683598774,0.9333333333333332,0.224035250469219,29.866666666666667,1.4666666666666666,0.0666666666666666,5.128649615789892,0.876128494184395,0.5428301654572305,CDP,switched_with_counterfactual_gain,CDP
FULL,DDAC,1.0,60,270,30,10,0.01,0.15,1e-05,0.1482796299817628,1.0,0.1482796299817628,17.266666666666666,0.9333333333333332,0.0,3.3428181537118538,0.9412077538246684,0.5323252312613982,CDP,switched_with_counterfactual_gain,CDP
FULL,DDAC,1.0,80,300,30,10,0.01,0.15,1e-05,0.1299192814290407,1.0,0.1299192814290407,14.266666666666667,0.5666666666666667,0.0,2.870837652578187,0.9653352395008612,0.4833781769838662,HYBRID,switched_with_counterfactual_gain,HYBRID
FULL,DDAC,1.0,100,270,30,10,0.01,0.15,1e-05,0.0732934817995919,0.9666666666666668,0.0708503657396055,7.8,0.3333333333333333,0.0333333333333333,1.9528152633946951,0.9870015623733626,0.4633532591002041,RANK_ENSEMBLE,switched_with_counterfactual_gain,RANK_ENSEMBLE
FULL,DDDC,0.25,0,300,30,10,0.01,0.15,1e-05,0.8505136159296691,0.8666666666666667,0.7371118004723799,111.13333333333334,0.9,0.1333333333333333,18.010272318593383,0.4471661496457149,0.1494863840703306,NP,zero_budget,NP
FULL,DDDC,0.25,20,300,30,10,0.01,0.15,1e-05,0.4195481942236099,0.9666666666666668,0.4055632544161562,52.166666666666664,1.9666666666666663,0.0333333333333333,8.803596412559143,0.746627007087987,0.4837098381469918,CDP,switched_with_counterfactual_gain,CDP
